File,Movie,Question,joy,sadness,surprise,anger,disgust,neutral,fear
aireviews_chatgpt.csv,The Shawshank Redemption,question1,0.04111054884269834,0.0966905452311039,0.02276479862630367,0.03253766437992454,0.2501685369759798,0.529218678176403,0.011717403680086136
aireviews_chatgpt.csv,The Shawshank Redemption,question2,0.17958669494837523,0.06982708857394755,0.011611223546788096,0.0068832263350486755,0.04927801960147917,0.582581852376461,0.0732294300571084
aireviews_chatgpt.csv,The Shawshank Redemption,question3,0.15552463605999947,0.2977948047220707,,,0.06200314359739423,0.2977574348449707,0.17170781465247273
aireviews_chatgpt.csv,Brokeback Mountain,question1,0.09428640613332391,0.4483385063125752,0.010282836854457855,0.0025530323386192323,0.11063581947237253,0.2968947194516659,0.023496108362451196
aireviews_chatgpt.csv,Brokeback Mountain,question2,0.3180126086808741,0.18820940293371677,0.004974638111889362,,0.023351573199033738,0.3526602476835251,0.09708701530471445
aireviews_chatgpt.csv,Brokeback Mountain,question3,0.18086517751216888,0.24065798250958323,0.007372191920876503,,0.03084461227990687,0.48860923051834104,0.03552869334816933
aireviews_chatgpt.csv,Avatar,question1,,0.23510931804776192,0.16570998448878527,0.008243146818131208,0.18179436111822725,0.38613245263695717,0.010598147427663207
aireviews_chatgpt.csv,Avatar,question2,0.44341330993920564,0.008072863705456257,0.05208743084222078,0.0038308379240334033,0.027432856755331157,0.35077744722366333,0.0880117669235915
aireviews_chatgpt.csv,Avatar,question3,0.47081316336989404,0.008736624754965306,0.02470374954864383,0.0008539880625903606,0.026012134598568083,0.45939992666244506,
aireviews_chatgpt.csv,Titanic,question1,,0.3180170439183712,0.017364954575896263,0.042630942352116105,0.2098305088467896,0.3413636952638626,0.05485112047754228
aireviews_chatgpt.csv,Titanic,question2,0.1574115503579378,0.07147937808185816,0.014862927980720997,,0.01022737342864275,0.507594384253025,0.22183095674263315
aireviews_chatgpt.csv,Titanic,question3,0.19492752347141504,0.13996549863368274,0.04128450830467045,,0.013532168045639992,0.5346692979335785,0.045731285214424135
aireviews_chatgpt.csv,"Crouching Tiger, Hidden Dragon",question1,0.002121360693126917,0.40160336904227734,0.00500249695032835,0.027019676100462676,0.1527797060087323,0.39755269289016726,0.004667755425907671
aireviews_chatgpt.csv,"Crouching Tiger, Hidden Dragon",question2,0.5202197313308716,0.014222359657287598,0.036873499117791655,0.002918658824637532,0.00446016937494278,0.3835023999214172,0.023757015354931355
aireviews_chatgpt.csv,"Crouching Tiger, Hidden Dragon",question3,0.4578609362244606,0.06957628992386163,0.006368571054190397,0.004788158368319273,0.02755231149494648,0.41653318852186205,0.002365900948643684
aireviews_chatgpt.csv,Nomadland,question1,,0.5011514216661453,0.004319260083138943,0.00977001003921032,0.21839578859508038,0.24513918086886405,0.010009579733014107
aireviews_chatgpt.csv,Nomadland,question2,0.31557542085647583,0.1511435765773058,0.01907661519944668,,0.02039628494530916,0.48054773807525636,0.002147018350660801
aireviews_chatgpt.csv,Nomadland,question3,0.3137857384979725,0.06216587163507938,0.007775270007550716,,0.029942702129483224,0.5624400913715363,0.009776694374158979
aireviews_deepseek.csv,The Shawshank Redemption,question1,0.016010879608802497,0.09471845272928477,,0.071552949026227,0.40959693780168893,0.3093510113656521,0.06625072192400694
aireviews_deepseek.csv,The Shawshank Redemption,question2,0.03946333508938551,0.1546587566845119,,0.02952855359762907,0.09202992599457502,0.33497493863105776,0.323731991648674
aireviews_deepseek.csv,The Shawshank Redemption,question3,0.1288139120209962,0.15273053757846355,,0.07281392896547914,0.22093825321644545,0.2982550520449877,0.09514615004882217
aireviews_deepseek.csv,Brokeback Mountain,question1,,0.3364727858453989,0.007046723365783691,0.06086285067722201,0.24834181517362594,0.2038623860105872,0.11938313599675894
aireviews_deepseek.csv,Brokeback Mountain,question2,,0.4168215746060014,,0.049805304734036326,0.0804101272020489,0.0635059405118227,0.3784045860171318
aireviews_deepseek.csv,Brokeback Mountain,question3,0.0644311438780278,0.300891562178731,,0.0643441617488861,0.17491169972345233,0.30708610676229,0.07085088565945626
aireviews_deepseek.csv,Avatar,question1,0.07282349588349461,0.10120700746774673,0.01948003121651709,0.08149005851397911,0.23974590015908084,0.33800241226951283,0.08456805124878883
aireviews_deepseek.csv,Avatar,question2,0.2207440494094044,,,0.07338224928826094,0.1480113970115781,0.4562846451997757,0.07125283814966679
aireviews_deepseek.csv,Avatar,question3,0.24273626506328583,0.01072411835193634,0.003924805484712124,0.027570644859224558,0.06383672207593918,0.5808266937732697,0.03696283027529716
aireviews_deepseek.csv,Titanic,question1,,0.12136733238585293,,0.08632023325189948,0.335647223610431,0.15145695665851236,0.2800847146660089
aireviews_deepseek.csv,Titanic,question2,0.012972463062033058,0.1300641342997551,,0.06746607534587383,0.05720333270728588,0.11502304375171661,0.5997057519853115
aireviews_deepseek.csv,Titanic,question3,0.14074134340044112,0.0990610271692276,,0.0161597840487957,0.0939868448767811,0.28999026250094173,0.30971735985949633
aireviews_deepseek.csv,"Crouching Tiger, Hidden Dragon",question1,0.029445621819468214,0.17712078345939516,0.009668529778718949,0.08008829294703901,0.3774126878241077,0.22807128243148328,0.07284738030284643
aireviews_deepseek.csv,"Crouching Tiger, Hidden Dragon",question2,0.052826058212667705,0.20888461340218784,,0.04313141163438559,0.08550783200189471,0.3273275077342987,0.23295777142047883
aireviews_deepseek.csv,"Crouching Tiger, Hidden Dragon",question3,0.1301138449460268,0.14135468546301128,,0.02598138451576233,0.05642240978777409,0.5218248218297958,0.07708589658141136
aireviews_deepseek.csv,Nomadland,question1,0.08701438051648439,0.3138385025784373,0.01057993434369564,0.02468784525990486,0.21176408315077425,0.22104167137295008,0.10333583801984787
aireviews_deepseek.csv,Nomadland,question2,0.01103353537619114,0.29092098036780956,,0.04585789358243346,0.06809503696858883,0.3468364454805851,0.21201397851109505
aireviews_deepseek.csv,Nomadland,question3,0.06435352843254805,0.3666691485792398,,0.01602668073028326,0.058811061829328534,0.3390776626765728,0.13473759777843952
aireviews_gemini.csv,The Shawshank Redemption,question1,0.003051598742604256,0.023841439560055733,0.010431435517966747,0.1476716198027134,0.4219797167927027,0.3791302263736725,0.0014596394263207912
aireviews_gemini.csv,The Shawshank Redemption,question2,0.13954329416155814,0.1113001729361713,0.02427389830118045,0.045223590731620786,0.1459581468254328,0.46330269128084184,0.036950857099145654
aireviews_gemini.csv,The Shawshank Redemption,question3,0.11683982908725739,0.027796614170074462,0.002198762074112892,0.07676421571522951,0.2875922229140997,0.46092165261507034,0.011762714385986328
aireviews_gemini.csv,Brokeback Mountain,question1,0.006549889594316483,0.2602657716721296,0.0015494596213102342,0.053495243191719055,0.3579840164631605,0.2900558073073626,0.019461146742105483
aireviews_gemini.csv,Brokeback Mountain,question2,0.05105731058865785,0.29131238609552385,0.025755891436710955,0.05692299301736057,0.09558245548978447,0.36202157959342,0.08712999832350761
aireviews_gemini.csv,Brokeback Mountain,question3,0.022961273789405823,0.3097072158008814,0.05914326906204224,0.052547581028193235,0.3966004952788353,0.12163016758859158,0.021167698362842203
aireviews_gemini.csv,Avatar,question1,0.005678876210004092,0.04009188413619995,0.02720849309116602,0.07931805010885,0.5214620769023895,0.2959751971065998,0.013925856398418545
aireviews_gemini.csv,Avatar,question2,0.20223383083939553,0.10290980339050293,0.025201605446636677,0.050796377658844,0.15156851024366916,0.400120946764946,0.03630008306354284
aireviews_gemini.csv,Avatar,question3,0.12256026342511177,0.014361941488459706,0.04763865359127521,0.027286811918020248,0.19973496277816594,0.5677000164985657,0.005679055489599705
aireviews_gemini.csv,Titanic,question1,,0.04929226255044341,0.013194065913558007,0.2003530453890562,0.5138470262289048,0.16874930560588836,0.04065614184364676
aireviews_gemini.csv,Titanic,question2,0.07418182455003261,0.02708445880562067,0.024277243949472904,0.04413009211421013,0.2008513405919075,0.35619828253984454,0.2511817089980468
aireviews_gemini.csv,Titanic,question3,0.029048031195998192,0.03406861424446106,0.05550455581396818,0.019504670798778535,0.1864670231938362,0.47052866220474243,0.17444151490926743
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question1,0.03960963257122785,0.07794437166303396,0.0030773043632507323,0.1515906467102468,0.4712692845612764,0.2327957099303603,0.008143213950097561
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question2,0.3252987086772919,0.00401787394657731,0.025897779082879425,0.06903473380953074,0.029148895759135485,0.49038660344667734,0.04079127539298497
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question3,0.08376864716410637,0.046885650232434274,0.005220819637179375,0.052839776128530504,0.2019123261794448,0.5725477993488312,0.015276311337947846
aireviews_gemini.csv,Nomadland,question1,0.0030364202335476874,0.30978807639330624,0.07243012133985757,0.03599670082330704,0.3339893728494644,0.1785056360065937,0.053917030431330205
aireviews_gemini.csv,Nomadland,question2,0.11188474502414465,0.1355744730681181,,0.1098460853099823,0.16273338277824223,0.432992722094059,0.03231605365872383
aireviews_gemini.csv,Nomadland,question3,0.11758179068565369,0.1081124709919095,0.009649783559143543,0.05204003918915987,0.22176268622279166,0.41334419548511503,0.05396587830036879
aireviews_gemini_v2.csv,The Shawshank Redemption,question1,0.008676466962788254,0.031758856400847434,0.014492370188236237,0.05456600170582533,0.5560731425881386,0.2292027872055769,0.08368824794888496
aireviews_gemini_v2.csv,The Shawshank Redemption,question2,0.010283578024245798,0.13283024006523192,0.014935771841555834,0.03449155054986477,0.3946688765194267,0.33084328644908967,0.06483588297851384
aireviews_gemini_v2.csv,The Shawshank Redemption,question3,0.08351593795232475,0.09196887155994773,0.026688987389206886,0.03990511456504464,0.37011308707296847,0.3071397542953491,0.05875212838873267
aireviews_gemini_v2.csv,Brokeback Mountain,question1,,0.4686081476509571,0.004784873267635703,0.03317403458058834,0.2894983913283795,0.17291501313447952,0.016981708304956555
aireviews_gemini_v2.csv,Brokeback Mountain,question2,0.011079585924744607,0.3032027818262577,0.04040868654847145,0.045106712449342015,0.25375233199447395,0.2502049390226603,0.06580526661127806
aireviews_gemini_v2.csv,Brokeback Mountain,question3,0.0041121944785118105,0.32472828179597857,0.03282425962388515,0.010200459137558937,0.23466505222022532,0.15960471481084823,0.21467655915766953
aireviews_gemini_v2.csv,Avatar,question1,,0.02832857519388199,0.021322824724484234,0.08779227044433355,0.47635894156992437,0.3465452045202255,0.02074747420847416
aireviews_gemini_v2.csv,Avatar,question2,0.07340219002217055,0.046628830255940557,0.009767518751323223,0.07700396813452244,0.2917999419849366,0.37174970026826487,0.10567160439677536
aireviews_gemini_v2.csv,Avatar,question3,0.05308517599478364,0.08949583927169442,0.01595674706622958,0.06796547947451473,0.3685935061424971,0.376115695387125,0.012257720995694398
aireviews_gemini_v2.csv,Titanic,question1,0.00359274921938777,0.017936225235462188,0.01242317482829094,0.13173821456730367,0.4314849143847823,0.2741808582097292,0.11611599624156951
aireviews_gemini_v2.csv,Titanic,question2,0.009049931727349757,0.17969085685908795,0.013068617414683103,0.07687075845897198,0.30884869992733,0.2685180936008692,0.11507748608710244
aireviews_gemini_v2.csv,Titanic,question3,0.02126113660633564,0.08818296864628791,0.03750519882887602,0.04963762648403645,0.38305980563163755,0.35150904580950737,0.04538693036884069
aireviews_gemini_v2.csv,"Crouching Tiger, Hidden Dragon",question1,,0.18278721012175084,0.049646131694316864,0.09607727779075503,0.36524014686001466,0.26360180333722383,0.02130547948181629
aireviews_gemini_v2.csv,"Crouching Tiger, Hidden Dragon",question2,0.06256821379065514,0.1506575109437108,0.14241330260410906,0.0671265758574009,0.23804436139762403,0.2646098628640175,0.04513680934906006
aireviews_gemini_v2.csv,"Crouching Tiger, Hidden Dragon",question3,0.09500057427212596,0.11270274193957448,0.03544216444715857,0.0774863688275218,0.25306825609877703,0.4046681448817253,
aireviews_gemini_v2.csv,Nomadland,question1,0.04333713538944721,0.3203338384628296,0.007362345792353153,0.046766798943281174,0.28999374713748693,0.2697032354772091,0.007531941495835781
aireviews_gemini_v2.csv,Nomadland,question2,0.067494303395506,0.39705786351114514,0.02719590850174427,0.008558994811028241,0.14990663754288108,0.26190908611752095,0.06566664208658039
aireviews_gemini_v2.csv,Nomadland,question3,0.021521981060504913,0.4855498716235161,0.01633415836840868,0.008943936740979552,0.09958021827042103,0.32612741440534593,0.018471047282218933
