File,Movie,Question,Average Negative,Average Neutral,Average Positive
aireviews_chatgpt.csv,The Shawshank Redemption,question1,0.46411984972655773,0.3538015976548195,0.18207855820655822
aireviews_chatgpt.csv,The Shawshank Redemption,question2,0.05039359062211588,0.2243034403771162,0.7253029651939868
aireviews_chatgpt.csv,The Shawshank Redemption,question3,0.06853584345662966,0.3139731030911207,0.6174910426139831
aireviews_chatgpt.csv,Brokeback Mountain,question1,0.5193931117653847,0.37851426303386687,0.10209263563156128
aireviews_chatgpt.csv,Brokeback Mountain,question2,0.008603581949137152,0.16933151781558992,0.8220648825168609
aireviews_chatgpt.csv,Brokeback Mountain,question3,0.0375942331389524,0.39469144456088545,0.5677143186330795
aireviews_chatgpt.csv,Avatar,question1,0.4832661904394627,0.41566283702850343,0.10107096210122109
aireviews_chatgpt.csv,Avatar,question2,0.04223952144384384,0.2882905136793852,0.6694699838757515
aireviews_chatgpt.csv,Avatar,question3,0.06582651110365986,0.3022470071911812,0.6319264829158783
aireviews_chatgpt.csv,Titanic,question1,0.6132400706410408,0.2958005413413048,0.09095939695835113
aireviews_chatgpt.csv,Titanic,question2,0.017336596711538733,0.18890071846544743,0.7937627017498017
aireviews_chatgpt.csv,Titanic,question3,0.01976288007572293,0.20649407505989076,0.7737430334091187
aireviews_chatgpt.csv,"Crouching Tiger, Hidden Dragon",question1,0.5601322621107101,0.2955323189496994,0.14433541409671308
aireviews_chatgpt.csv,"Crouching Tiger, Hidden Dragon",question2,0.008658985269721597,0.20371255464851856,0.78762845993042
aireviews_chatgpt.csv,"Crouching Tiger, Hidden Dragon",question3,0.016372796485666186,0.24631473571062087,0.7373124748468399
aireviews_chatgpt.csv,Nomadland,question1,0.6545720815658569,0.27041066959500315,0.07501726020127535
aireviews_chatgpt.csv,Nomadland,question2,0.007092330139130354,0.17526750266551971,0.8176401853561401
aireviews_chatgpt.csv,Nomadland,question3,0.01970797172980383,0.2799137458205223,0.700378280878067
aireviews_deepseek.csv,The Shawshank Redemption,question1,0.5998196214437485,0.27088052928447726,0.1292998330667615
aireviews_deepseek.csv,The Shawshank Redemption,question2,0.10260602524504066,0.3208403348922729,0.5765536524355411
aireviews_deepseek.csv,The Shawshank Redemption,question3,0.1337484734132886,0.3847502276301384,0.4815012812614441
aireviews_deepseek.csv,Brokeback Mountain,question1,0.7250677943229675,0.22685373350977897,0.04807848427444696
aireviews_deepseek.csv,Brokeback Mountain,question2,0.29606270156800746,0.4290100038051605,0.27492729350924494
aireviews_deepseek.csv,Brokeback Mountain,question3,0.3228929750621319,0.40228553116321564,0.27482148483395574
aireviews_deepseek.csv,Avatar,question1,0.475307297706604,0.38502234071493147,0.13967035748064519
aireviews_deepseek.csv,Avatar,question2,0.1617774011916481,0.32362499870359895,0.5145976148545742
aireviews_deepseek.csv,Avatar,question3,0.185535422898829,0.4082483619451523,0.4062162309885025
aireviews_deepseek.csv,Titanic,question1,0.6234847337007523,0.2919729471206665,0.08454231098294258
aireviews_deepseek.csv,Titanic,question2,0.16901214681565763,0.3652688831090927,0.4657189503312111
aireviews_deepseek.csv,Titanic,question3,0.29022274911403656,0.4517816692590714,0.2579955656081438
aireviews_deepseek.csv,"Crouching Tiger, Hidden Dragon",question1,0.6933892488479614,0.2389911212027073,0.06761962845921517
aireviews_deepseek.csv,"Crouching Tiger, Hidden Dragon",question2,0.12585942558944224,0.485779370367527,0.3883612103760242
aireviews_deepseek.csv,"Crouching Tiger, Hidden Dragon",question3,0.1892706885933876,0.4667336642742157,0.34399567991495134
aireviews_deepseek.csv,Nomadland,question1,0.45673311916179954,0.29938540160655974,0.24388145990669727
aireviews_deepseek.csv,Nomadland,question2,0.1492607792839408,0.45591985285282133,0.39481938630342484
aireviews_deepseek.csv,Nomadland,question3,0.1910991382552311,0.4356909655034542,0.37320989593863485
aireviews_gemini.csv,The Shawshank Redemption,question1,0.7279620587825775,0.19857458025217056,0.0734633426181972
aireviews_gemini.csv,The Shawshank Redemption,question2,0.14745765395928173,0.2677956368774176,0.5847466886043549
aireviews_gemini.csv,The Shawshank Redemption,question3,0.2871609218418598,0.27964508533477783,0.4331939995288849
aireviews_gemini.csv,Brokeback Mountain,question1,0.6984480500221253,0.22595448344945906,0.07559746578335762
aireviews_gemini.csv,Brokeback Mountain,question2,0.1864941421430558,0.3525418393313885,0.4609640173614025
aireviews_gemini.csv,Brokeback Mountain,question3,0.5400380238890647,0.26847928315401076,0.19148270711302756
aireviews_gemini.csv,Avatar,question1,0.6541840404272079,0.25277712419629095,0.09303880948573351
aireviews_gemini.csv,Avatar,question2,0.2213575506117195,0.30600824747234584,0.47263419926166533
aireviews_gemini.csv,Avatar,question3,0.3413864977657795,0.35125455558300017,0.3073589399456978
aireviews_gemini.csv,Titanic,question1,0.8671957910060882,0.10959139987826347,0.023212819918990137
aireviews_gemini.csv,Titanic,question2,0.32398841213434937,0.3277072787284851,0.348304295539856
aireviews_gemini.csv,Titanic,question3,0.2835040479898453,0.39620921909809115,0.3202867448329926
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question1,0.6735005531460047,0.2254188522696495,0.10108058452606201
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question2,0.0699561536544934,0.25244401674717665,0.6775998055934906
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question3,0.35176396295428275,0.3258532524108887,0.3223827637732029
aireviews_gemini.csv,Nomadland,question1,0.7037994265556335,0.2342139668762684,0.06198660843074322
aireviews_gemini.csv,Nomadland,question2,0.13619652037741617,0.3061230730265379,0.557680407166481
aireviews_gemini.csv,Nomadland,question3,0.31956778317689893,0.27935796082019804,0.4010742478072643
aireviews_gemini_v2.csv,The Shawshank Redemption,question1,0.6488241195678711,0.2578971363604069,0.09327874537557364
aireviews_gemini_v2.csv,The Shawshank Redemption,question2,0.36455808617174623,0.33898887485265733,0.29645304325968025
aireviews_gemini_v2.csv,The Shawshank Redemption,question3,0.4149033727124333,0.2701266586780548,0.3149699816480279
aireviews_gemini_v2.csv,Brokeback Mountain,question1,0.6884499698877334,0.24451413452625276,0.06703592846170067
aireviews_gemini_v2.csv,Brokeback Mountain,question2,0.462395615875721,0.36455699279904363,0.1730473670642823
aireviews_gemini_v2.csv,Brokeback Mountain,question3,0.5163033947348594,0.33130264580249785,0.15239396346732975
aireviews_gemini_v2.csv,Avatar,question1,0.5659370429813861,0.30690428167581557,0.12715870337560772
aireviews_gemini_v2.csv,Avatar,question2,0.3623983617872,0.39498346149921415,0.2426181763410568
aireviews_gemini_v2.csv,Avatar,question3,0.39121089726686475,0.32782507985830306,0.28096398562192915
aireviews_gemini_v2.csv,Titanic,question1,0.6874944508075714,0.2377704121172428,0.0747351435944438
aireviews_gemini_v2.csv,Titanic,question2,0.46734569072723386,0.35793517231941224,0.17471914663910865
aireviews_gemini_v2.csv,Titanic,question3,0.43608853965997696,0.34431174397468567,0.21959973238408564
aireviews_gemini_v2.csv,"Crouching Tiger, Hidden Dragon",question1,0.6247243613004685,0.28087723478674886,0.09439840875566005
aireviews_gemini_v2.csv,"Crouching Tiger, Hidden Dragon",question2,0.3012878214940429,0.30865897685289384,0.39005320221185685
aireviews_gemini_v2.csv,"Crouching Tiger, Hidden Dragon",question3,0.3552818692289293,0.33875148743391037,0.30596662405878305
aireviews_gemini_v2.csv,Nomadland,question1,0.4975492551922798,0.2935465402901173,0.2089042140170932
aireviews_gemini_v2.csv,Nomadland,question2,0.29877027980983256,0.3158293843269348,0.3854003528133035
aireviews_gemini_v2.csv,Nomadland,question3,0.2982866894453764,0.360995726287365,0.3407175488770008
